geneNames	transcriptNames	id	fc	pval	qval
cupC1	gene-PA0992	1016	0.0278343085086629	0.027327264366191	0.998831115276178
clpV1	gene-PA0090	94	0.000489041692885285	0.0275277558756499	0.998831115276178
.	gene-PA0953	978	12.2403601978857	0.0275930150209802	0.998831115276178
.	gene-PA1201	1231	3.80036767935221	0.0275969188517139	0.998831115276178
pta	gene-PA0835	851	353.186850582708	0.0278907376689305	0.998831115276178
adhC	gene-PA3629	3724	1825.71380174384	0.0280499759639076	0.998831115276178
rpoB	gene-PA4270	4372	35.9752961515971	0.0283485664675263	0.998831115276178
fliF	gene-PA1101	1128	0.565000915065747	0.0283669388936387	0.998831115276178
.	gene-PA1184	1213	13.9350118249747	0.0286620166143403	0.998831115276178
.	gene-PA4714	4860	2082.32031777642	0.0288237619703944	0.998831115276178
.	gene-PA1210	1240	0.0026241326336538	0.0291280409806581	0.998831115276178
.	MSTRG.3011.1	3706	419337840.503618	0.0291320847467033	0.998831115276178
.	gene-PA1200	1230	0.137744759028489	0.0294062630552515	0.998831115276178
.	gene-PA5460	5630	4844.70521106694	0.029423702255281	0.998831115276178
.	gene-PA3180	3259	0.0814725667907832	0.0294332377512172	0.998831115276178
.	gene-PA0742	758	2.96637409957836e-05	0.0295823236313788	0.998831115276178
rgsA	rna-PA2958.1	3026	7.26996765065423	0.0297583233293542	0.998831115276178
hpaC	gene-PA4092	4190	5.28532658213342e-06	0.0301182508716498	0.998831115276178
.	gene-PA5289	5452	10.8125309443826	0.0301221171622772	0.998831115276178
.	gene-PA3957	4056	5.16553103746336	0.0306254471227145	0.998831115276178
hemN	gene-PA1546	1580	45593778.179135	0.0310596760039612	0.998831115276178
lppL	gene-PA5276	5439	1.73936621522037	0.0310801539230281	0.998831115276178
.	gene-PA4799	4952	0.0128576640082062	0.0312447765944384	0.998831115276178
flhB	gene-PA1449	1480	0.0798341680967161	0.0313281661578102	0.998831115276178
.	gene-PA2209	2257	8.60219465701911e-07	0.0313748339744971	0.998831115276178
.	gene-PA4382	4500	0.00419604726268486	0.0317149020494004	0.998831115276178
.	gene-PA2580	2634	0.00238187734162413	0.0317567733659703	0.998831115276178
.	gene-PA0848	866	8.96388671014918e-06	0.0330976170597255	0.998831115276178
.	gene-PA0128	132	424.31569162213	0.033437723951705	0.998831115276178
fdx1	gene-PA0362	368	8.33284306398144	0.033448773049789	0.998831115276178
.	gene-PA2523	2574	66.4128889657909	0.033577081424906	0.998831115276178
rmlA	gene-PA5163	5322	5.71974190934894	0.0344738183786855	0.998831115276178
.	gene-PA2986	3055	297.396804597372	0.0348183523373906	0.998831115276178
.	gene-PA2630	2687	944.228490830033	0.0348811088640055	0.998831115276178
.	gene-PA2715	2771	0.000100961303031649	0.0355075916522846	0.998831115276178
.	gene-PA4421	4540	3.2906670279102	0.0357367021246208	0.998831115276178
nosR	gene-PA3391	3476	127173.883096716	0.0357887821861831	0.998831115276178
.	gene-PA1876	1923	0.122578823080676	0.0361317609409899	0.998831115276178
nrdJb	gene-PA5496	5665	1706806.87140454	0.0361796460368055	0.998831115276178
.	gene-PA1308	1338	161.675479446991	0.0362170715738468	0.998831115276178
.	gene-PA2576	2630	282.207210064005	0.0365843819191125	0.998831115276178
.	gene-PA5487	5656	6.91667829652001	0.0375252772197561	0.998831115276178
.	gene-PA1357	1388	10.9929671310706	0.0375784626608462	0.998831115276178
.	gene-PA2319	2369	0.0721806416536129	0.0376825652689943	0.998831115276178
.	gene-PA0543	551	0.00878546508183967	0.0380286771577063	0.998831115276178
.	gene-PA4064	4162	248.827872179573	0.038292329633048	0.998831115276178
rsmY	rna-PA0527.1	535	0.00258769723299168	0.0388158415366635	0.998831115276178
.	gene-PA0141	145	1650687.82111878	0.0389544056230491	0.998831115276178
mexF	gene-PA2494	2545	108.982720980516	0.0389868309361204	0.998831115276178
nfxB	gene-PA4600	4725	162.782234376232	0.0391910379219669	0.998831115276178
.	gene-PA0404	410	44.8713186536177	0.0395825052510498	0.998831115276178
bfiR	gene-PA4196	4297	0.0019103100690215	0.0402023758093825	0.998831115276178
ambD	gene-PA2303	2353	3.0479446986722e-05	0.0406037115901554	0.998831115276178
.	gene-PA0060	62	0.107350560074586	0.0406288543000983	0.998831115276178
.	gene-PA0164	167	1147.47613164323	0.0410560308999867	0.998831115276178
cobU	gene-PA1279	1309	222.191925919127	0.041583240346138	0.998831115276178
.	gene-PA1578a	1614	0.0182862910854686	0.0417891772094702	0.998831115276178
amgS	gene-PA5199	5360	8.12046999284626	0.0423552819367556	0.998831115276178
.	gene-PA0557	565	2.64360637386254e-05	0.0424619920448279	0.998831115276178
.	gene-PA3458	3551	34925650.5445239	0.0424773751881324	0.998831115276178
recD	gene-PA4283	4397	0.0236564514022892	0.0425656429227137	0.998831115276178
.	gene-PA5207	5368	105031.715967741	0.0427639105102134	0.998831115276178
pcaR	gene-PA0155	159	0.00124990200639921	0.042827936998479	0.998831115276178
.	gene-PA4697	4841	484.483984364028	0.0430550918745891	0.998831115276178
.	gene-PA1785	1823	0.00190156123848944	0.043067952195635	0.998831115276178
.	gene-PA0203	208	6854.85467141578	0.0438059638869482	0.998831115276178
.	gene-PA0539	547	470.426970434544	0.0438071787044692	0.998831115276178
pagL	gene-PA4661	4794	0.267177903180222	0.0439270451246615	0.998831115276178
.	gene-PA2102	2147	0.0571129854907947	0.0445415465414749	0.998831115276178
.	gene-PA2450	2504	12.6573853160754	0.0448206180917936	0.998831115276178
.	gene-PA2448	2502	84.3750761812008	0.0448240181765992	0.998831115276178
fruI	gene-PA3562	3654	599876.512317106	0.0449393154055185	0.998831115276178
.	gene-PA1624	1660	530.973578015003	0.0459286548208537	0.998831115276178
pqqC	gene-PA1987	2032	6.23057733492879e-05	0.046262098769564	0.998831115276178
.	gene-PA1254	1284	0.000421753488773985	0.046725088339738	0.998831115276178
.	gene-PA4379	4497	0.00194789334902454	0.0474047865943962	0.998831115276178
.	gene-PA5165	5324	0.647166113715427	0.0476343284171397	0.998831115276178
.	gene-PA3305	3387	6.67628486499183e-05	0.0481611733153275	0.998831115276178
xcpV	gene-PA3099	3174	0.357808334426478	0.0485339746035458	0.998831115276178
.	rna-PA0836.1	853	45926.2734471044	0.0492505885432314	0.998831115276178
fabA	gene-PA1610	1646	16.0672789357151	0.0493775556214727	0.998831115276178
.	gene-PA1688	1725	0.05296825685058	0.0499257804497542	0.998831115276178
.	gene-PA0787	802	360.520364194634	0.0499866561066	0.998831115276178
